Date,Country,Geography,Labour force characteristics,Sex,Age group,Statistics,Data type,UOM,SCALAR_FACTOR,Value
2014-12,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.6
2015-01,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.5
2015-02,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,37.4
2015-03,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,38.4
2015-04,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,38.6
2015-05,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,38.5
2015-06,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,37.3
2015-07,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,37.6
2015-08,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,37.8
2015-09,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,37.2
2015-10,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.7
2015-11,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.9
2015-12,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.7
2016-01,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,37.0
2016-02,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.0
2016-03,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.0
2016-04,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,35.4
2016-05,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,35.8
2016-06,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.4
2016-07,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.3
2016-08,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.9
2016-09,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.9
2016-10,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.6
2016-11,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.9
2016-12,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,35.7
2017-01,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.8
2017-02,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,35.6
2017-03,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,35.1
2017-04,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.5
2017-05,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,35.1
2017-06,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,35.4
2017-07,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,34.2
2017-08,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,34.6
2017-09,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,35.6
2017-10,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,35.4
2017-11,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.2
2017-12,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,37.0
2018-01,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.3
2018-02,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,37.2
2018-03,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.3
2018-04,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,35.0
2018-05,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,35.0
2018-06,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,34.4
2018-07,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,34.5
2018-08,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,34.1
2018-09,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,35.1
2018-10,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,35.6
2018-11,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.3
2018-12,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,37.3
2019-01,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.3
2019-02,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,35.6
2019-03,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.3
2019-04,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.3
2019-05,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.8
2019-06,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,37.0
2019-07,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,37.5
2019-08,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,37.0
2019-09,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,35.4
2019-10,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,35.1
2019-11,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,34.4
2019-12,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,33.7
2020-01,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,33.8
2020-02,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,34.0
2020-03,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,31.2
2020-04,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,29.2
2020-05,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,28.3
2020-06,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,28.1
2020-07,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,28.9
2020-08,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,29.6
2020-09,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,30.4
2020-10,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,31.5
2020-11,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,31.9
2020-12,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,32.7
2021-01,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,33.7
2021-02,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,34.4
2021-03,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,36.1
2021-04,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,34.9
2021-05,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,35.5
2021-06,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,34.6
2021-07,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,33.8
2021-08,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,33.7
2021-09,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,33.1
2021-10,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,32.5
2021-11,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,32.9
2021-12,Canada,Alberta,Employment rate,Females,55 years and over,Estimate,Seasonally adjusted,Percentage,units,33.2
2013-01,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1573.9
2013-02,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1576.8
2013-03,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1580.9
2013-04,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1586.0
2013-05,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1590.0
2013-06,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1593.5
2013-07,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1597.9
2013-08,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1601.8
2013-09,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1606.3
2013-10,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1609.7
2013-11,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1612.5
2013-12,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1615.1
2014-01,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1618.0
2014-02,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1621.2
2014-03,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1625.2
2014-04,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1630.4
2014-05,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1634.2
2014-06,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1638.1
2014-07,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1640.9
2014-08,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1643.4
2014-09,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1645.9
2014-10,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1647.5
2014-11,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1648.8
2014-12,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1649.8
2015-01,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1650.8
2015-02,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1652.5
2015-03,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1654.6
2015-04,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1656.7
2015-05,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1658.5
2015-06,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1660.4
2015-07,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1661.4
2015-08,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1661.8
2015-09,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1662.7
2015-10,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1663.3
2015-11,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1663.8
2015-12,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1664.2
2016-01,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1664.9
2016-02,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1666.0
2016-03,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1666.7
2016-04,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1667.3
2016-05,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1668.3
2016-06,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1669.3
2016-07,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1670.3
2016-08,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1671.1
2016-09,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1671.8
2016-10,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1672.3
2016-11,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1672.9
2016-12,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1673.4
2017-01,Canada,Alberta,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1674.5
